label,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y
A,0.0,0.0,0.42646879812765454,0.30281122857507164,0.6269481186532592,0.7431150858524033,0.5706542298603829,1.1441353845580093,0.49497301960499157,1.4135029702750235,0.28509187612558895,1.0644582399202702,0.25517451231783095,1.2750646506197991,0.3045637669773018,0.9206650784350796,0.3020671552298973,0.8955312830244531,1.8212439492775396e-18,1.0,-0.0292428939424189,1.2075816906700283,0.0886812226471179,0.8131074208615172,0.08428393671003863,0.8677040227917211,-0.26626038970000665,0.8972340002559734,-0.3173376190112431,1.0998077753565318,-0.17941545496577535,0.7507487748498519,-0.18659425133084453,0.7748894052935043,-0.5201533420014574,0.7840445698742387,-0.5578559237473841,0.9384726650436696,-0.41372700761881587,0.7092369865055892,-0.39992726761209557,0.6849378006993837
A,0.0,0.0,0.41731925940502484,0.29400998085232866,0.6137462707251157,0.7514475810305282,0.5631717029463568,1.1467371266188953,0.4754991753930295,1.4079958235415673,0.2831205715360924,1.0631579388215875,0.25866894917691974,1.2763328594122174,0.2977353710481176,0.9104070752842883,0.2794150221766278,0.8940171352925316,2.2912984192593817e-17,1.0000000000000002,-0.023941718464835247,1.21101154683987,0.08522373085037799,0.8194637586662934,0.0630588752354888,0.872156545324022,-0.2664215030882252,0.8934228934343807,-0.3096001454377978,1.0944391472704043,-0.17119224451303372,0.7469276624883693,-0.1884432543837274,0.7687397302005524,-0.5163908718495034,0.7786087481880248,-0.5466907945614182,0.9171896853956741,-0.40554582574395553,0.696785551358222,-0.40420620260493845,0.6797633658694963
A,0.0,0.0,0.42043159441220423,0.29567175871008217,0.6099207253237724,0.7517621603066764,0.559816032695412,1.153712588602666,0.4846881426722451,1.4208659076052008,0.2800590661299529,1.063189819669457,0.2458747264214056,1.2849161377144174,0.29341494888141895,0.933433949368094,0.28795576690290753,0.9082403436366748,5.9418362333126504e-18,1.0000000000000002,-0.03278395415081554,1.2055653749166733,0.08356724681490738,0.8173815883667584,0.07665791720016579,0.8786267722780671,-0.26049004884672744,0.8939225824119292,-0.31230257818229773,1.0863877378002287,-0.17368926816211216,0.7477897510923678,-0.17903439173612906,0.7790946376499933,-0.5115188594587924,0.777395341292731,-0.5541842991708344,0.9240315376278732,-0.4131943651804299,0.7060499011354839,-0.3984019563678291,0.6862412613834264
A,0.0,0.0,0.42072776806469525,0.3009035006914476,0.6206062740514543,0.7452709086140715,0.5799491346442138,1.1398349552701128,0.5005823827434354,1.4025438824722911,0.2795628187986573,1.059767611681122,0.26954789272990953,1.266466158785936,0.31189338172516734,0.9107199129993309,0.29011135164246665,0.898382240256434,-5.284546640643766e-17,1.0000000000000002,-0.00487980882713021,1.2123920864174402,0.09826788777577117,0.8230069676882377,0.06623386968849693,0.8738260358218287,-0.25770963024647053,0.8970764530446972,-0.2795740431431115,1.1060940385116,-0.1505730476324497,0.7655545343345659,-0.18225593181842556,0.7872614885250173,-0.5012517008223991,0.7894519531463746,-0.5177165604581122,0.9393045248540909,-0.38013521072693873,0.723024895607371,-0.39089973653731286,0.7073571183754893
A,0.0,0.0,0.4304443294649573,0.3028873232224161,0.6335259343479417,0.7549573128531485,0.586653299646253,1.166983950959414,0.4999144808377264,1.4381106075502175,0.28362223605429776,1.0635825610566638,0.25108322206580236,1.2863477406280655,0.3044898797455306,0.9317557047932425,0.292275160968296,0.9118004553646263,-3.203719020289079e-17,0.9999999999999998,-0.03257567285752434,1.2185267207078443,0.08997517679994589,0.8294291792303481,0.07334688912123202,0.8798508524234115,-0.2611745485767827,0.8967230492163647,-0.3119424992544621,1.1049132590531152,-0.17065173272406908,0.7625350760654929,-0.18850770291948388,0.786223450047578,-0.5126022366456908,0.7832315698776697,-0.5475575629176838,0.9396299188564307,-0.4054690417369265,0.7177390973403992,-0.4032700958898209,0.6956067857694644
A,0.0,0.0,0.4159447124606796,0.28768670441839,0.6163136876049577,0.7453188794831912,0.5735026328982019,1.146934381206083,0.477456219126346,1.4107541276586106,0.2840816096884138,1.0640078504429502,0.26723707557223736,1.2824681330215169,0.31150480953240095,0.9222219925817143,0.2903414950082876,0.9079064092734266,-3.605920850132389e-17,1.0,-0.020296849866884712,1.2062423059083205,0.09736192045111718,0.8090220410092646,0.0740099570155627,0.8705394265057816,-0.2623738898269385,0.895312141471603,-0.29671245639433175,1.0880106211953162,-0.15611064367531574,0.7381383457938107,-0.18174164399883455,0.772278156342592,-0.5157485658660537,0.7831125570478265,-0.5356734720934556,0.927049661198942,-0.3952679469692633,0.7017773272521827,-0.4023464625456853,0.6841562019552124
A,0.0,0.0,0.41915985773629383,0.2939245621580603,0.6183860254643309,0.7461217647546937,0.5708413326451711,1.1414684965382105,0.4749984345726314,1.4012383023333912,0.28129865441816837,1.0679244063697944,0.2641401365750079,1.282464800602636,0.3062076354564964,0.9239493108390774,0.2873127413095371,0.9136089386444253,-2.3522713477452476e-17,0.9999999999999998,-0.019379429281943517,1.1979135329981478,0.09510085700138653,0.8044711577896484,0.0732395922775896,0.8717102265085687,-0.26390389790446406,0.8936618058523715,-0.3003703622624473,1.0819614342493002,-0.16158134010036823,0.7324397418424974,-0.18664391589165502,0.7656187284225496,-0.5154951742229027,0.7768531705559172,-0.5375877506737444,0.9196014865622919,-0.3938775813560797,0.6954619013284061,-0.3967361190328883,0.675276064678817
A,0.0,0.0,0.42876541865147505,0.30903553568976333,0.6246817347323756,0.7504282677971021,0.5754864782737877,1.1430598013481663,0.4908466026299184,1.4026027644190124,0.2820414335779123,1.066654305064718,0.26500428846503604,1.2755609279549929,0.3079960480524979,0.9152878923489823,0.2946789513714667,0.9045512629069233,3.0045614540584564e-17,1.0,-0.01475151239808849,1.196072662913846,0.09448707526939198,0.8076485182117848,0.07651978668544744,0.8723940628040088,-0.2600340248316722,0.8928969204356059,-0.2955603296664997,1.0899581740439526,-0.16241254137136385,0.7508237900097183,-0.18602406661726006,0.77702692609829,-0.5091195103821096,0.7793718963576469,-0.5338761319560922,0.9314108483921312,-0.3916816858404854,0.7119117971549339,-0.3941128240605984,0.6872199078824708
A,0.0,0.0,0.4173188819644606,0.3005616959073788,0.6193755417989987,0.7483874817835396,0.5742706131279042,1.1568736609714185,0.48467869344326164,1.426017221756054,0.28233155566576945,1.0657797214730045,0.248855630196942,1.2776479120221476,0.2968408624416534,0.9309616010040095,0.2895239116301829,0.9132611686555562,5.230377308068446e-17,1.0,-0.03072231208570066,1.211869967429931,0.08310732157771539,0.8294848554106418,0.07091188462907798,0.8855273808973325,-0.26258132973898274,0.8945569990175604,-0.313133514608229,1.1008853705773596,-0.17868532021984346,0.7629864739601941,-0.19433576109886472,0.7848019304422221,-0.5143719318882166,0.7793422693343911,-0.547696742095191,0.9321840284120229,-0.40729951781129803,0.7108332083836776,-0.4015301135845338,0.6860207690499172
A,0.0,0.0,0.41401725825528685,0.2765729033341311,0.6210206732673367,0.7318248764573765,0.5788150387381835,1.1343383876704392,0.4974023291630238,1.3995339055834166,0.281871492695054,1.0618630209928814,0.2686502854513228,1.2585142934058333,0.31330112898534473,0.9117635644164569,0.2946541932569895,0.9003917552600009,3.2975762847751786e-18,1.0000000000000002,-0.011766686949333059,1.1994356566676216,0.09920142384391724,0.8121730277867334,0.07286637155150966,0.8751290727067783,-0.26347182415146836,0.8975498207608501,-0.2928607747606148,1.0889235857190724,-0.15999258323212168,0.7450533884312347,-0.18720164104292195,0.7798769206622523,-0.5182229387143891,0.7844288961409064,-0.5388023767304353,0.9250992481660929,-0.4017676395909937,0.6992764427175047,-0.4056479877547947,0.6828187220840455
